"Project","Package","Version","Licence","ProjectUrl","Status"
"NexusFine.Admin.csproj","Azure.Core","1.47.1","MIT","https://github.com/Azure/azure-sdk-for-net/blob/Azure.Core_1.47.1/sdk/core/Azure.Core/README.md","APPROVED"
"NexusFine.Admin.csproj","Azure.Identity","1.14.2","MIT","https://github.com/Azure/azure-sdk-for-net/blob/Azure.Identity_1.14.2/sdk/identity/Azure.IdentityREADME.md","APPROVED"
"NexusFine.Admin.csproj","Microsoft.AspNetCore.Components.Authorization","10.0.5","MIT","https://asp.net/","APPROVED"
"NexusFine.Admin.csproj","Microsoft.Bcl.AsyncInterfaces","8.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Admin.csproj","Microsoft.Bcl.Cryptography","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Admin.csproj","Microsoft.Data.SqlClient","6.1.1","MIT","https://aka.ms/sqlclientproject","APPROVED"
"NexusFine.Admin.csproj","Microsoft.Data.SqlClient.SNI.runtime","6.0.2","LICENSE.txt","https://aka.ms/sqlclientproject","UNKNOWN"
"NexusFine.Admin.csproj","Microsoft.EntityFrameworkCore","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Admin.csproj","Microsoft.EntityFrameworkCore.Abstractions","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Admin.csproj","Microsoft.EntityFrameworkCore.Analyzers","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Admin.csproj","Microsoft.EntityFrameworkCore.Relational","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Admin.csproj","Microsoft.EntityFrameworkCore.SqlServer","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Admin.csproj","Microsoft.Identity.Client","4.73.1","MIT","https://go.microsoft.com/fwlink/?linkid=844761","APPROVED"
"NexusFine.Admin.csproj","Microsoft.Identity.Client.Extensions.Msal","4.73.1","MIT","https://go.microsoft.com/fwlink/?linkid=844761","APPROVED"
"NexusFine.Admin.csproj","Microsoft.IdentityModel.Abstractions","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Admin.csproj","Microsoft.IdentityModel.JsonWebTokens","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Admin.csproj","Microsoft.IdentityModel.Logging","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Admin.csproj","Microsoft.IdentityModel.Protocols","7.7.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Admin.csproj","Microsoft.IdentityModel.Protocols.OpenIdConnect","7.7.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Admin.csproj","Microsoft.IdentityModel.Tokens","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Admin.csproj","Microsoft.SqlServer.Server","1.0.0","MIT","https://aka.ms/sqlclientproject","APPROVED"
"NexusFine.Admin.csproj","System.ClientModel","1.5.1","MIT","https://github.com/Azure/azure-sdk-for-net/blob/System.ClientModel_1.5.1/sdk/core/System.ClientModel/README.md","APPROVED"
"NexusFine.Admin.csproj","System.Configuration.ConfigurationManager","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Admin.csproj","System.IdentityModel.Tokens.Jwt","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Admin.csproj","System.Memory.Data","8.0.1","MIT","https://dot.net/","APPROVED"
"NexusFine.Admin.csproj","System.Security.Cryptography.Pkcs","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Admin.csproj","System.Security.Cryptography.ProtectedData","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","Azure.Core","1.47.1","MIT","https://github.com/Azure/azure-sdk-for-net/blob/Azure.Core_1.47.1/sdk/core/Azure.Core/README.md","APPROVED"
"NexusFine.API.csproj","Azure.Identity","1.14.2","MIT","https://github.com/Azure/azure-sdk-for-net/blob/Azure.Identity_1.14.2/sdk/identity/Azure.IdentityREADME.md","APPROVED"
"NexusFine.API.csproj","Humanizer.Core","2.14.1","MIT","https://github.com/Humanizr/Humanizer","APPROVED"
"NexusFine.API.csproj","Microsoft.AspNetCore.Authentication.JwtBearer","10.0.5","MIT","https://asp.net/","APPROVED"
"NexusFine.API.csproj","Microsoft.Bcl.AsyncInterfaces","8.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","Microsoft.Bcl.Cryptography","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","Microsoft.Build.Framework","18.0.2","MIT","http://go.microsoft.com/fwlink/?LinkId=624683","APPROVED"
"NexusFine.API.csproj","Microsoft.CodeAnalysis.Analyzers","3.11.0","MIT","https://github.com/dotnet/roslyn-analyzers","APPROVED"
"NexusFine.API.csproj","Microsoft.CodeAnalysis.Common","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.API.csproj","Microsoft.CodeAnalysis.CSharp","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.API.csproj","Microsoft.CodeAnalysis.CSharp.Workspaces","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.API.csproj","Microsoft.CodeAnalysis.Workspaces.Common","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.API.csproj","Microsoft.CodeAnalysis.Workspaces.MSBuild","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.API.csproj","Microsoft.Data.SqlClient","6.1.1","MIT","https://aka.ms/sqlclientproject","APPROVED"
"NexusFine.API.csproj","Microsoft.Data.SqlClient.SNI.runtime","6.0.2","LICENSE.txt","https://aka.ms/sqlclientproject","UNKNOWN"
"NexusFine.API.csproj","Microsoft.EntityFrameworkCore","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.API.csproj","Microsoft.EntityFrameworkCore.Abstractions","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.API.csproj","Microsoft.EntityFrameworkCore.Analyzers","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.API.csproj","Microsoft.EntityFrameworkCore.Design","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.API.csproj","Microsoft.EntityFrameworkCore.Relational","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.API.csproj","Microsoft.EntityFrameworkCore.SqlServer","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.API.csproj","Microsoft.Extensions.ApiDescription.Server","6.0.5","MIT","https://asp.net/","APPROVED"
"NexusFine.API.csproj","Microsoft.Extensions.DependencyModel","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","Microsoft.Identity.Client","4.73.1","MIT","https://go.microsoft.com/fwlink/?linkid=844761","APPROVED"
"NexusFine.API.csproj","Microsoft.Identity.Client.Extensions.Msal","4.73.1","MIT","https://go.microsoft.com/fwlink/?linkid=844761","APPROVED"
"NexusFine.API.csproj","Microsoft.IdentityModel.Abstractions","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.API.csproj","Microsoft.IdentityModel.JsonWebTokens","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.API.csproj","Microsoft.IdentityModel.Logging","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.API.csproj","Microsoft.IdentityModel.Protocols","8.0.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.API.csproj","Microsoft.IdentityModel.Protocols.OpenIdConnect","8.0.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.API.csproj","Microsoft.IdentityModel.Tokens","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.API.csproj","Microsoft.OpenApi","1.6.22","MIT","https://github.com/Microsoft/OpenAPI.NET","APPROVED"
"NexusFine.API.csproj","Microsoft.SqlServer.Server","1.0.0","MIT","https://aka.ms/sqlclientproject","APPROVED"
"NexusFine.API.csproj","Microsoft.VisualStudio.SolutionPersistence","1.0.52","MIT","https://github.com/microsoft/vs-solutionpersistence","APPROVED"
"NexusFine.API.csproj","Mono.TextTemplating","3.0.0","MIT","https://github.com/mono/t4","APPROVED"
"NexusFine.API.csproj","Newtonsoft.Json","13.0.3","MIT","https://www.newtonsoft.com/json","APPROVED"
"NexusFine.API.csproj","Swashbuckle.AspNetCore","6.9.0","MIT","https://github.com/domaindrivendev/Swashbuckle.AspNetCore","APPROVED"
"NexusFine.API.csproj","Swashbuckle.AspNetCore.Swagger","6.9.0","MIT","https://github.com/domaindrivendev/Swashbuckle.AspNetCore","APPROVED"
"NexusFine.API.csproj","Swashbuckle.AspNetCore.SwaggerGen","6.9.0","MIT","https://github.com/domaindrivendev/Swashbuckle.AspNetCore","APPROVED"
"NexusFine.API.csproj","Swashbuckle.AspNetCore.SwaggerUI","6.9.0","MIT","https://github.com/domaindrivendev/Swashbuckle.AspNetCore","APPROVED"
"NexusFine.API.csproj","System.ClientModel","1.5.1","MIT","https://github.com/Azure/azure-sdk-for-net/blob/System.ClientModel_1.5.1/sdk/core/System.ClientModel/README.md","APPROVED"
"NexusFine.API.csproj","System.CodeDom","6.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Composition","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Composition.AttributedModel","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Composition.Convention","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Composition.Hosting","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Composition.Runtime","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Composition.TypedParts","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Configuration.ConfigurationManager","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.IdentityModel.Tokens.Jwt","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.API.csproj","System.Memory.Data","8.0.1","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Security.Cryptography.Pkcs","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.API.csproj","System.Security.Cryptography.ProtectedData","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Azure.Core","1.47.1","MIT","https://github.com/Azure/azure-sdk-for-net/blob/Azure.Core_1.47.1/sdk/core/Azure.Core/README.md","APPROVED"
"NexusFine.Infrastructure.csproj","Azure.Identity","1.14.2","MIT","https://github.com/Azure/azure-sdk-for-net/blob/Azure.Identity_1.14.2/sdk/identity/Azure.IdentityREADME.md","APPROVED"
"NexusFine.Infrastructure.csproj","Humanizer.Core","2.14.1","MIT","https://github.com/Humanizr/Humanizer","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Bcl.AsyncInterfaces","8.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Bcl.Cryptography","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Build.Framework","18.0.2","MIT","http://go.microsoft.com/fwlink/?LinkId=624683","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.CodeAnalysis.Analyzers","3.11.0","MIT","https://github.com/dotnet/roslyn-analyzers","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.CodeAnalysis.Common","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.CodeAnalysis.CSharp","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.CodeAnalysis.CSharp.Workspaces","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.CodeAnalysis.Workspaces.Common","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.CodeAnalysis.Workspaces.MSBuild","5.0.0","MIT","https://github.com/dotnet/roslyn","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Data.SqlClient","6.1.1","MIT","https://aka.ms/sqlclientproject","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Data.SqlClient.SNI.runtime","6.0.2","LICENSE.txt","https://aka.ms/sqlclientproject","UNKNOWN"
"NexusFine.Infrastructure.csproj","Microsoft.EntityFrameworkCore","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.EntityFrameworkCore.Abstractions","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.EntityFrameworkCore.Analyzers","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.EntityFrameworkCore.Design","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.EntityFrameworkCore.Relational","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.EntityFrameworkCore.SqlServer","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.EntityFrameworkCore.Tools","10.0.5","MIT","https://docs.microsoft.com/ef/core/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Caching.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Caching.Memory","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Configuration","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Configuration.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Configuration.Binder","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.DependencyInjection","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.DependencyInjection.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.DependencyModel","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Diagnostics","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Diagnostics.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Http","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Logging","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Logging.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Options","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Options.ConfigurationExtensions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Extensions.Primitives","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Identity.Client","4.73.1","MIT","https://go.microsoft.com/fwlink/?linkid=844761","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.Identity.Client.Extensions.Msal","4.73.1","MIT","https://go.microsoft.com/fwlink/?linkid=844761","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.IdentityModel.Abstractions","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.IdentityModel.JsonWebTokens","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.IdentityModel.Logging","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.IdentityModel.Protocols","7.7.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.IdentityModel.Protocols.OpenIdConnect","7.7.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.IdentityModel.Tokens","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.SqlServer.Server","1.0.0","MIT","https://aka.ms/sqlclientproject","APPROVED"
"NexusFine.Infrastructure.csproj","Microsoft.VisualStudio.SolutionPersistence","1.0.52","MIT","https://github.com/microsoft/vs-solutionpersistence","APPROVED"
"NexusFine.Infrastructure.csproj","Mono.TextTemplating","3.0.0","MIT","https://github.com/mono/t4","APPROVED"
"NexusFine.Infrastructure.csproj","Newtonsoft.Json","13.0.3","MIT","https://www.newtonsoft.com/json","APPROVED"
"NexusFine.Infrastructure.csproj","System.ClientModel","1.5.1","MIT","https://github.com/Azure/azure-sdk-for-net/blob/System.ClientModel_1.5.1/sdk/core/System.ClientModel/README.md","APPROVED"
"NexusFine.Infrastructure.csproj","System.CodeDom","6.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Composition","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Composition.AttributedModel","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Composition.Convention","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Composition.Hosting","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Composition.Runtime","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Composition.TypedParts","9.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Configuration.ConfigurationManager","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Diagnostics.EventLog","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.IdentityModel.Tokens.Jwt","8.2.1","MIT","https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet","APPROVED"
"NexusFine.Infrastructure.csproj","System.Memory.Data","8.0.1","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Security.Cryptography.Pkcs","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Infrastructure.csproj","System.Security.Cryptography.ProtectedData","9.0.4","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","GoogleGson","2.13.1.1","MIT AND Apache-2.0","https://aka.ms/android-libraries","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration.Binder","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration.Binder","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration.Binder","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Configuration.Binder","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.DependencyInjection","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.DependencyInjection","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.DependencyInjection","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.DependencyInjection","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.DependencyInjection.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.DependencyInjection.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.DependencyInjection.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.DependencyInjection.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Diagnostics","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Diagnostics","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Diagnostics","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Diagnostics","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Diagnostics.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Diagnostics.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Diagnostics.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Diagnostics.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.FileProviders.Abstractions","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.FileProviders.Abstractions","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.FileProviders.Abstractions","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.FileProviders.Abstractions","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Hosting.Abstractions","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Hosting.Abstractions","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Hosting.Abstractions","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Hosting.Abstractions","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Http","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Http","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Http","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Http","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging.Abstractions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging.Debug","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging.Debug","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging.Debug","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Logging.Debug","10.0.0","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Options","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Options","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Options","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Options","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Options.ConfigurationExtensions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Options.ConfigurationExtensions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Options.ConfigurationExtensions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Options.ConfigurationExtensions","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Primitives","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Primitives","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Primitives","10.0.5","MIT","https://dot.net/","APPROVED"
"NexusFine.Mobile.csproj","Microsoft.Extensions.Primitives","10.0.5","MIT","https://dot.net/","APPROVED"
